run_accession	ega_sample_accession	ega_study_accession	ega_study_title	ega_study_description	ega_released_date	ega_status	ega_error
EGAR00001420526	EGAN00001374338	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420527	EGAN00001373709	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420528	EGAN00001374169	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420531	EGAN00001373923	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420529	EGAN00001373637	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420532	EGAN00001374534	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420533	EGAN00001373903	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420530	EGAN00001374497	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420534	EGAN00001373686	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420535	EGAN00001374031	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
